MPID|MP Type|Name|Location|Telephone|NASDAQ Member|FINRA Member|NASDAQ BX Member|PSX Participant
BGTN|M|Brockington Securities, Inc.||949-218-2486|N|N|N|N
BGTN|M|Brockington Securities, Inc.|EMERGENCY BACKUP|631-234-6098|N|N|N|N
BGWM|P|SANFORD C. BERNSTEIN & CO., LLC|||N|N|N|N
BHAR|P|KOTA GLOBAL SECURITIES INC.|||N|Y|N|N
BHII|N|Belle Haven Investments|||N|Y|N|N
BHIR|P|Bhirud Associates, Inc|||N|Y|N|N
BHLP|P|Belle Haven Investments, L.P.|||N|Y|N|N
BHMK|P|Benchmark Financial Services, Inc.|||N|N|N|N
BIAD|P|SAGETRADER, LLC|||N|Y|N|N
BIDS|P|BIDS TRADING L.P.||212-618-2060|N|Y|N|N
BIGG|P|Brownstone Investment Group, LLC|||Y|Y|N|N
BIGP|P|BROWNSTONE INVESTMENT GROUP, LLC|||Y|Y|N|N
BIGZ|P|BROWNSTONE INVESTMENT GROUP, LLC|||Y|Y|N|N
BIMI|O|Banca IMI Securities Corp.|NEW YORK, NEW YORK|212-326-1118|Y|Y|N|N
BIRM|P|Sanford C. Bernstein & Co., LLC|NEW YORK, NY|212-756-4017|Y|Y|Y|Y
BISH|M|Bishop, Rosen & Co., Inc.|NEW YORK NY|212-285-5500|N|Y|N|N
BISH|M|Bishop, Rosen & Co., Inc.|TRADING|212-602-0692|N|Y|N|N
BISI|P|BANORTE-IXE SECURITIES INTERNATIONAL, LTD.|||N|Y|N|N
BITS|P|ISAAK BOND INVESTMENTS, INC.|||N|Y|N|N
BJDV|P|BENJAMIN & JEROLD BROKERAGE I, LLC|||N|Y|N|N
BJRC|N|CASCADE INVESTMENT GROUP, INC.|||N|Y|N|N
BKCM|P|BNY Mellon Capital Markets LLC|||Y|Y|N|N
BKFC|N|BROKER DEALER FINANCIAL SERVICES CORP.|NASDAQ TRADING|515-286-2970|N|Y|N|N
BKMM|P|BNY MELLON CAPITAL MARKETS, LLC|desk|212-804-2220|Y|Y|N|N
BKRT|M|Buckman, Buckman & Reid, Inc.|RED BANK  NJ|732-224-7900|Y|Y|N|N
BKRT|M|Buckman, Buckman & Reid, Inc.|NASDAQ TRADING|800-952-4957|Y|Y|N|N
BKRT|M|Buckman, Buckman & Reid, Inc.||732-224-8845|Y|Y|N|N
BKST|M|Brookstreet Securities Corporation|IRVINE  CA|800-285-2578|N|N|N|N
BKST|M|Brookstreet Securities Corporation|BACK-UP|949-852-6800 EXT 205|N|N|N|N
BKVW|P|Access Securities, LLC|||Y|Y|N|N
BLAV|P|Sanford C. Bernstein & Co., LLC|NEW YORK, NY|212-756-4017|Y|Y|Y|Y
BLAY|P|Bley Investments Group, Inc.|||N|Y|N|N
BLCK|N|James I. Black & Company|LAKELAND, FL|863-686-4163|N|Y|N|N
BLIO|P|Bloomberg L.P.|||N|N|N|N
BLKB|N|Blackburn & Company, Inc.|NEW YORK, NY|(212)760-1740|N|N|N|N
BLKX|P|STATE STREET GLOBAL MARKETS, LLC|||Y|Y|Y|N
BLNI|N|AMERITAS INVESTMENT CORP.|||N|Y|N|N
BLOC|P|AOS, Inc.|||N|Y|N|N
BLOX|M|Block Orders Execution, LLC|WESTBURY, NY|516-393-7862|N|Y|N|N
BLPT|P|BLUE POINT SECURITIES INC.|||N|Y|N|N
BLTK|P|Bulltick, Llc|TRADING DESK|305-533-1005|Y|Y|N|N
BLTN|P|BOLTON SECURITIES CORPORATION|||N|Y|N|N
BLTR|C|Bloomberg Tradebook LLC|||Y|Y|Y|Y
BLUE|N|Trade.Com Online Securities, Inc.|||N|N|N|N
BLVS|P|BLUE VASE SECURITIES, LLC|||N|Y|N|N
BLYK|M|Blaylock & Company, Inc.|NEW YORK, NY|800-760-8855|N|N|N|N
BMAC|P|BMA SECURITIES|||Y|Y|N|N
BMAK|P|BMA SECURITIES|Trading Desk|310-544-3545|Y|Y|N|N
BMAS|M|BMA Securities|LA - Trading|310-544-2000|Y|Y|N|N
BMAS|M|BMA Securities|OC - Trading|949-218-2486|Y|Y|N|N
BMCI|P|BLACKWALL CAPITAL MARKETS, INC.|||N|Y|N|N
BMEE|P|Barron Moore, Inc.|||N|N|N|N
BMFS|P|Boston Merchant Financial Services, Inc.|||N|N|N|N
BMIC|M|Biltmore International Corporation|TRADING DESK|732-791-4000|Y|Y|N|N
BMIC|M|Biltmore International Corporation|ALTERNATE|732-287-6535|Y|Y|N|N
BMOC|M|BMO Capital Markets Corp.|NEW YORK, NY|212-338-8970|Y|Y|N|Y
BMOC|M|BMO Capital Markets Corp.|NEW YORK, NY|800-835-5313|Y|Y|N|Y
BMOC|M|BMO Capital Markets Corp.|RETAIL|212-702-1939|Y|Y|N|Y
BMOC|M|BMO Capital Markets Corp.|CANADA,GOLD,METALS|1-800-405-1219|Y|Y|N|Y
BMOR|P|Barron Moore, Inc.|MAIN NUMBER|214-520-6500|N|N|N|N
BMRK|P|Benchmark Investments, Inc.|||N|Y|N|N
BMSS|P|BMA SECURITIES|||Y|Y|N|N
BMUR|P|BREAN CAPITAL, LLC|NEW YORK, NY|800-223-4132|Y|Y|N|N
BMUR|P|BREAN CAPITAL, LLC|NEW YORK, NY|212-702-6500|Y|Y|N|N
BNBG|N|Bainbridge Securities Inc.|||N|N|N|N
BNCH|M|The Benchmark Company, LLC|OTCBB|212-312-6700|Y|Y|N|N
BNDS|P|Bonds.com, Inc.|||N|Y|N|N
BNKS|M|Fig Partners, LLC|ATLANTA, GA|404-601-7205|Y|Y|N|N
BNKS|M|Fig Partners, LLC|BACKUP|404-291-9133|Y|Y|N|N
BNKS|M|Fig Partners, LLC|BACKUP|339-224-0020|Y|Y|N|N
BNPC|P|BNP Paribas Investment Services, LLC|||N|Y|N|N
BNPS|O|BNP Paribas Securities Corp.|||Y|Y|Y|Y
BNPX|P|BNP PARIBAS SECURITIES CORP.|||Y|Y|Y|Y
BNTE|P|BANORTE-IXE SECURITIES INTERNATIONAL, LTD.|||N|Y|N|N
BNYI|P|BNY Investment Center Inc.|||N|N|N|N
BNYM|P|BNY MELLON CAPITAL MARKETS, LLC|||Y|Y|N|N
BNYN|O|Banyan Securities, LLC|LARKSPUR ,CA|415-461-0900|Y|Y|N|N
BOBO|N|PENATES GROUP, INC.|||N|Y|N|N
BOBS|P|BULLISH BOB BAGLEY SECURITIES, INC.|||N|Y|N|N
BOFA|M|Merrill Lynch, Pierce, Fenner & Smith Incorporated|NEW YORK|212-583-8000|Y|Y|Y|Y
BOFA|M|Merrill Lynch, Pierce, Fenner & Smith Incorporated|NEW YORK|888-583-8900|Y|Y|Y|Y
BOFA|M|Merrill Lynch, Pierce, Fenner & Smith Incorporated|AGENCY TRADING NY|212-583-8119|Y|Y|Y|Y
BOFA|M|Merrill Lynch, Pierce, Fenner & Smith Incorporated|CONVERTIBLES|212-583-8214|Y|Y|Y|Y
BOFA|M|Merrill Lynch, Pierce, Fenner & Smith Incorporated|LISTED|800-227-4705|Y|Y|Y|Y
BOFA|M|Merrill Lynch, Pierce, Fenner & Smith Incorporated|NY FOREIGN TRADING|212-583-8123|Y|Y|Y|Y
BOFA|M|Merrill Lynch, Pierce, Fenner & Smith Incorporated|TRADING|212-583-8101|Y|Y|Y|Y
BOFA|M|Merrill Lynch, Pierce, Fenner & Smith Incorporated|TRADING|212-583-8113|Y|Y|Y|Y
BOIN|P|Boursa Investments|||N|Y|N|N
BOJI|M|Okoboji Financial Services, Inc.|SPIRIT LAKE, IA|712-336-3380|N|N|N|N
BOKI|P|BOSC, Inc.|||N|Y|N|N
BOND|P|ABRAMENKO & COMPANY, INC.|||N|N|N|N
BOOK|C|Bloomberg Tradebook LLC|||Y|Y|Y|Y
BOOM|P|Integral Capital Group, LLC|TRADING DESK|212-905-7600|N|N|N|N
BOSC|M|Boenning & Scattergood, Inc.|W. CONSHOHOCKEN|610-862-5360|Y|Y|N|N
BOSC|M|Boenning & Scattergood, Inc.|NASDAQ TRADING|800-842-8928|Y|Y|N|N
BOSE|P|Boe Securities, Inc.|||N|Y|N|N
BOSM|E|Boston Stock Exchange|||N|N|N|N
BOSX|E|Boston Stock Exchange|NASDAQ TRADING|617-526-8700|N|N|N|N
BOSX|E|Boston Stock Exchange|NASDAQ TRADE SUPPORT|617-526-8705|N|N|N|N
BOSX|E|Boston Stock Exchange|K&S INC.|617-526-8710 (KASN)|N|N|N|N
BOSX|E|Boston Stock Exchange|MELVIN SPECIALIST|617-526-8715 (MSIO)|N|N|N|N
BOSX|E|Boston Stock Exchange|MOORS & CABOT|617-526-8720 (MCBT)|N|N|N|N
BOTZ|P|C. A. Botzum & Co.|||N|Y|N|N
BPAT|M|BAIRD, PATRICK & CO., INC.|OTC/BANKS|212-422-1120|N|Y|N|N
BPAT|M|BAIRD, PATRICK & CO., INC.|OTC/BANKS|800-421-0123|N|Y|N|N
BPAT|M|BAIRD, PATRICK & CO., INC.|PREFERRED TRADING|212-493-6626|N|Y|N|N
BPAT|M|BAIRD, PATRICK & CO., INC.||800-421-0123|N|Y|N|N
BPBI|P|BNP PARIBAS PRIME BROKERAGE, INC.|||Y|Y|Y|Y
BPFI|P|MANORHAVEN CAPITAL LLC|||N|Y|N|N
BPLC|P|Bannockburn Partners, Llc|||N|Y|N|N
BPWP|N|BUTTONWOOD PARTNERS, INC.|||N|Y|N|N
BRCB|N|Branch, Cabell & Co.,  Inc.|||N|N|N|N
BRCK|P|BEDROCK SECURITIES, LLC|||N|N|N|N
BRCO|P|Brownco, LLC|BOSTON  MA|617-624-6453|N|N|N|N
BRCO|P|Brownco, LLC||800-357-4410|N|N|N|N
BRCY|P|BCP SECURITIES, LLC|||N|Y|N|N
BRGE|M|Newbridge Securities Corp.|FT LAUDERDALE, FL|954-229-9818|Y|Y|N|N
BRGE|M|Newbridge Securities Corp.|BACKUP LINE|954-334-3450|Y|Y|N|N
BRIM|N|Brimberg & Co.|||N|N|N|N
BRIN|P|Brinson Patrick Securities Corporation|||N|Y|N|N
BRIT|P|BRITTINGHAM, INC.|||N|Y|N|N
BRIX|P|ABN AMRO CLEARING CHICAGO LLC|||Y|Y|Y|Y
BRKL|P|BROOKLINE GROUP, LLC|||N|Y|N|N
BRMS|P|Biremis, Corp.|TRADING|617-848-8998|N|N|N|N
BRND|N|Robert Brandt & Co.||800-421-0670|N|N|N|N
BRNK|N|BRINKER CAPITAL SECURITIES, INC.|||N|Y|N|N
BRNT|N|H.D. Brent & Company, Inc.|||N|Y|N|N
BROC|P|Brockhouse & Cooper Inc.|||N|Y|N|N
BROK|P|Brockington Securities, Inc.|||N|N|N|N
BRON|P|Brownco, LLC|BOSTON  MA|617-624-6453|N|N|N|N
BRON|P|Brownco, LLC||800-357-4410|N|N|N|N
BRPR|P|BRASIL PLURAL SECURITIES LLC|Main Line|212-388-5600|N|Y|N|N
BRRR|N|BARRINGTON RESEARCH ASSOCIATES, INC.|NASDAQ TRADING|800-233-6205|N|Y|N|N
BRRT|P|Brut, LLC|||Y|Y|Y|Y
BRSA|P|BOURSA INVESTMENTS|||N|Y|N|N
BRSB|P|BOURSA INVESTMENTS|||N|Y|N|N
BRSE|N|Bradesco Securities Inc.|NEW YORK, NY|212-888-9141|Y|Y|N|N
BRSN|P|Brut, LLC|||Y|Y|Y|Y
BRUT|C|NASDAQ Execution Services, LLC|BROKER/DEALR SUPPORT|212-269-7470|Y|Y|Y|Y
BRUT|C|NASDAQ Execution Services, LLC|MAIN OFFICE|212-952-0280|Y|Y|Y|Y
BRUT|C|NASDAQ Execution Services, LLC|DISASTER TRADING|212-269-7470|Y|Y|Y|Y
BRUT|C|NASDAQ Execution Services, LLC|DISASTER TRADING|201-499-5910|Y|Y|Y|Y
BRUT|C|NASDAQ Execution Services, LLC|DISASTER RECOVERY|201-499-5900|Y|Y|Y|Y
BRUT|C|NASDAQ Execution Services, LLC|RIDGEFIELD, NJ|210-840-5651|Y|Y|Y|Y
BRUT|C|NASDAQ Execution Services, LLC|TRADE SUPPORT|201-599-5910|Y|Y|Y|Y
BRVL|P|BLAYLOCK BEAL VAN, LLC|||N|Y|N|N
BRWN|N|K.W. Brown Investments|NASDAQ TRADING|561-347-8434|N|N|N|N
BRYN|O|Bryan Funding, Inc.|||N|Y|N|N
BSAM|P|Bear, Stearns Securities Corp./ American Stock Exchange OTC|||N|N|N|N
BSAZ|N|Berry-Shino Securities, Inc.|||N|N|N|N
BSCO|P|Brookshire Securities Corporation|||N|N|N|N
BSCT|P|Brookshire Securities Corporation|||N|N|N|N
BSEC|P|Brown Advisory Securities LLC|||N|Y|N|N
BSIC|M|Basic Investors Inc.|MELVILLE, NY|631-630-0286|N|N|N|N
BSIC|M|Basic Investors Inc.|BULLETIN BOARDS|631-630-0286|N|N|N|N
BSIS|N|BANCORPSOUTH INVESTMENT SERVICES, INC.|||N|Y|N|N
BSSC|O|J.P. MORGAN CLEARING CORP.|BROOKLYN, NY|212-272-6995|Y|Y|Y|Y
BSTV|P|Bestvest Investments, Ltd.|||N|Y|N|N
BSWC|M|A.G. Blakey & Company|||N|N|N|N
BTAB|N|DB Alex. Brown LLC|||N|N|N|N
BTBC|P|BT Brokerage Corporation|||N|N|N|N
BTBK|P|BLOOMBERG TRADEBOOK LLC|||Y|Y|Y|Y
BTGA|O|Bottega Securities, LLC|TRADING|310-208-4410|N|N|N|N
BTGG|P|Goldman Sachs Execution & Clearing LP/ BTIG|||Y|Y|Y|Y
BTIG|M|BTIG, LLC||415-248-2200|Y|Y|N|N
BTIS|P|BTIG, LLC|||Y|Y|N|N
BTIX|P|BTIG, LLC|||Y|Y|N|N
BTRA|O|B-Trade Services LLC|NEW YORK|212-448-5682|N|N|N|N
BTRA|O|B-Trade Services LLC|TRADING|888-873-8873|N|N|N|N
BTRD|C|B-Trade Services LLC|NEW YORK, NY|212-448-5682|N|N|N|N
BTRD|C|B-Trade Services LLC|NEW YORK, NY|212-448-5680|N|N|N|N
BTSI|P|B & T Securities, Inc.|||N|Y|N|N
BTSS|P|Hilltop Securities Independent Network Inc.|||N|Y|N|N
BUCK|M|The Buckingham Research Group Incorporated|NEW YORK  NY|212-922-5548|Y|Y|N|N
BUCK|M|The Buckingham Research Group Incorporated|NASDAQ TRADING|212-922-5547|Y|Y|N|N
BUCL|M|Harris Investorline|||N|N|N|N
BUEL|O|BUELL SECURITIES CORP.|WETHERSFIELD  CT|860-258-2300 X122|N|Y|N|N
BUNT|N|UBS Bunting Warburg|||N|N|N|N
BURK|P|Burke, Lawton, Brewer & Burke, LLC|SPRING HOUSE, PA|215-643-9100|N|Y|N|N
BURR|P|BURRILL MERCHANT ADVISORS GROUP, LLC|||N|N|N|N
BUWI|O|Butler, Wick & Co., Inc.|YOUNGSTOWN OH|330-744-4351|N|N|N|N
BUWI|O|Butler, Wick & Co., Inc.|NASDAQ TRADING|800-969-6393|N|N|N|N
BUWI|O|Butler, Wick & Co., Inc.||800-229-1643|N|N|N|N
BUZZ|N|Heidtke & Company, Inc.|||N|N|N|N
BVCM|M|UNICREDIT CAPITAL MARKETS||212-672-6241|N|Y|N|N
BVIS|P|BESTVEST INVESTMENTS, LTD.|||N|Y|N|N
BWAG|P|Bear Wagner Specialists LLC|||N|N|N|N
BWAL|P|Broadwall Capital LLC|NEW YORK, NY|646-432-6300|N|N|N|N
BWEL|P|Barclays Capital Inc./LE|||Y|Y|Y|Y
BWEX|P|Birchwood Securities Corp.|NASDAQ TRADING|215-496-5554|N|Y|N|N
BWNA|N|BROWN ASSOCIATES, INC.|||N|Y|N|N
BWNT|M|First American Capital and Trading Corporation|||N|N|N|N
BYXM|P|BATS TRADING, INC|||Y|Y|Y|N
BYXX|E|Bats Trading, Inc.|||Y|Y|Y|N
BZPI|N|BPU INVESTMENT MANAGEMENT INC.|NASDAQ TRADING|412-288-9150|N|Y|N|N
BZTN|N|Alliant Securities, Inc. Turner, Nord, Kienbaum|NASDAQ TRADING|509-747-9144|N|Y|N|N
BZWV|P|GOLDMAN, SACHS & CO.|||Y|Y|Y|Y
BZXL|P|VOLANT LIQUIDITY, LLC|||Y|Y|Y|N
BZYD|P|GOLDMAN, SACHS & CO.|||Y|Y|Y|Y
BZYF|P|GOLDMAN, SACHS & CO.|||Y|Y|Y|Y
BZYJ|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
BZYL|P|Goldman Sachs Execution & Clearing, L.P.|||Y|Y|Y|Y
CAAA|O|AKAR CAPITAL MANAGEMENT, INC.|||N|Y|N|N
CABR|P|Cabrera Capital Markets, Inc.|||N|Y|N|N
CACX|P|ABN AMRO CLEARING CHICAGO LLC|||Y|Y|Y|Y
CADG|P|SAXIS GROUP, INC.|||N|Y|N|N
CAGI|P|CRESCENT SECURITIES GROUP, INC.|||N|Y|N|N
CAIN|N|Carnegie Investor Services Inc.|||N|N|N|N
CALD|N|CALDWELL SECURITIES, INCORPORATED|DANVILLE, CA|925-838-5525|N|Y|N|N
CALL|P|Callaway Financial Services, Inc.|||N|Y|N|N
CALT|P|CALTON & ASSOCIATES, INC.|||N|Y|N|N
CAMB|N|Cambridge Group Investments, Ltd.|||N|N|N|N
CAMC|P|Cambria Capital, LLC|||N|Y|N|N
CAMM|N|Chela Technology Partners, Llc|||N|N|N|N
CANA|P|CANACCORD GENUITY INC.|||Y|Y|N|N
CANN|P|Cannondale Securities, LLC|NY - AGENCY DESK|212-610-2780|N|N|N|N
CANR|M|Cantone Resarch Inc.|TINTON FALLS, NJ|732-450-3544|N|Y|N|N
CANT|M|Cantor Fitzgerald & Co.|TRADING|800-214-7307|Y|Y|N|N
CANT|M|Cantor Fitzgerald & Co.|NASDAQ INTERNATIONAL|212-829-5475|Y|Y|N|N
CAPB|N|Capital Investment Brokerage, Inc.|||N|Y|N|N
CAPF|N|CAPITAL FINANCIAL SERVICES, INC.|||N|Y|N|N
CAPG|P|Capital Investment Group, Inc.|||N|Y|N|N
CAPM|M|RBS Securities Inc.|||Y|Y|N|N
CAPP|P|CapFinancial Partners, LLC|||N|Y|N|N
CAPS|P|White Cap Trading, LLC|MAIN NUMBER|212-812-9300|N|N|N|N
CAPS|P|White Cap Trading, LLC|TRADING DESK|1-888-928-3375|N|N|N|N
CARN|P|CARNEGIE, INC.|||N|Y|N|N
CARR|M|Carr Securities Corporation|PT WASHINGTON NY|516-944-8300|N|Y|N|N
CARR|M|Carr Securities Corporation|DELISTING/BANKRUPTCY|800-221-2243|N|Y|N|N
CART|N|Carty & Company, Inc.|MEMPHIS, TN|(901)767-8940|N|Y|N|N
CASC|N|Cascade Financial Management, Inc.|||N|Y|N|N
CASH|O|Planner Securities LLC|NASDAQ TRADING|732-536-0550|N|Y|N|N
CASL|P|Coast Asset Securities LLC|||N|N|N|N
CATC|P|Chicago Analytic Trading Company, LLC|||N|Y|N|N
CATE|P|Carter, Terry & Company, Inc.|NASDAQ TRADING|404-964-8079|N|Y|N|N
CATF|N|Catalyst Financial|DANBURY, CT|203-791-3944|N|N|N|N
CATS|P|Citadel Securities LLC|||Y|Y|Y|Y
CATY|P|Cathay Financial Inc.|NEW YORK, NY|212-610-1199|N|N|N|N
CAVU|P|POINT CAPITAL MARKETS, LLC|||N|Y|N|N
CAZE|O|Cazenove Incorporated|||N|N|N|N
CBAS|P|CBA Securities LLC|||N|N|N|N
CBBB|N|NASDAQ PRODUCT DEVELOPMENT/NY|SUBSCRIBER SERVICES|1-800-777-5606|N|N|N|N
CBCB|M|Collier Browne & Company|CINN.  OHIO|513-271-3777|N|N|N|N
CBFG|P|Cheevers, Hand & Angeline, Inc.|||N|N|N|N
CBIN|P|BBVA SECURITIES INC.|||N|Y|N|N
CBIS|P|CBNY Investment Services Corp.|||N|N|N|N
CBNL|P|Cambridge BN Ltd.|||N|N|N|N
CBOE|E|Chicago Board Options Exchange|||N|N|N|N
CBOH|N|Chicago Board Of Options Exchange/Bear Stearns|||N|N|N|N
CBOL|M|Mutual Securities Inc|ENCINO  CA|818-990-0992|N|Y|N|N
CBOL|M|Mutual Securities Inc|LAGUNA NIGUEL, CA.|714-495-0764|N|Y|N|N
CBOL|M|Mutual Securities Inc|ENCINO, CA|800-750-7862|N|Y|N|N
CBRA|P|Cobra Trading, Inc.|||N|Y|N|N
CBRV|P|COBRA TRADING, INC.|||N|Y|N|N
CBSE|P|CAMBRIDGE INTERNATIONAL SECURITIES, LLC|||N|Y|N|N
CBSI|P|Cullum & Burks Securities, Inc.|||N|N|N|N
CBTD|N|SYNOVUS SECURITIES, INC.|COLUMBUS, GA|404-649-5528|N|Y|N|N
CCAE|M|Nasdaq System Symbol/CCAE/800082|||N|N|N|N
CCAI|P|CANACCORD GENUITY INC.|||Y|Y|N|N
CCAT|P|Citigroup Global Markets Inc.|||Y|Y|Y|Y
CCBO|P|CCB INTERNATIONAL OVERSEAS (USA) INC.|||N|Y|N|N
CCCM|P|COWEN PRIME SERVICES LLC|||Y|Y|N|N
CCCO|P|Carnes Capital Corporation|NAPLES  FL|941-261-6187|N|Y|N|N
CCCO|P|Carnes Capital Corporation||800-964-4392|N|Y|N|N
CCCO|P|Carnes Capital Corporation|SWITCHBOARD|941-261-2112|N|Y|N|N
CCGR|P|COHEN CAPITAL GROUP, LLC|||N|N|N|N
CCIC|P|CAC Capital Corp|||N|N|N|N
CCIS|N|CORRELL CO. INVESTMENT SERVICES CORP.|||N|Y|N|N
CCMB|P|COWEN PRIME SERVICES LLC|||Y|Y|N|N
CCMC|P|Commerzbank Capital Markets Corp.|||N|N|N|N
CCME|N|CCM Equities LLC|||N|Y|N|N
CCMK|P|COWEN PRIME SERVICES LLC|||Y|Y|N|N
CCML|P|CONCEPT CAPITAL MARKETS, LLC|||Y|Y|N|N
CCMT|P|Cohen and Company Capital Markets, LLC|||N|N|N|N
CCRD|P|CONCORDE INVESTMENT SERVICES, LLC|||N|Y|N|N
CDEL|P|Citadel Securities LLC|||Y|Y|Y|Y
CDGO|P|CITADEL SECURITIES LLC|||Y|Y|Y|Y
CDLC|P|CITADEL CLEARING LLC|||N|Y|N|N
CDRG|M|Citadel Securities LLC|CHICAGO, IL|312-395-2010|Y|Y|Y|Y
CEDL|P|Citadel Securities LLC|||Y|Y|Y|Y
CEMM|O|Citadel Derivatives Group LLC||312-395-3388|Y|Y|Y|Y
CENT|P|Central Securities, LLC|||N|Y|N|N
CEON|O|Rice, Voelker,  LLC|NEW ORLEANS, LA|800-240-0412|Y|Y|N|N
CEPA|P|Century Pacific Securities, Inc.|||N|N|N|N
CERS|O|Ceros Financial Services, Inc.|||Y|Y|N|N
CESI|P|MARIANA CAPITAL USA, LLC|||N|Y|N|N
CESX|M|WORLD-XECUTION STRATEGIES|||N|Y|N|N
CETR|N|Centurion Institutional Services, Inc.|||N|N|N|N
CEUT|O|Collins Stewart LLC|NEW YORK  NY|212-888-8256|N|N|N|N
CEUT|O|Collins Stewart LLC|NASDAQ TRADING|800-538-7004|N|N|N|N
CFCD|P|CANTOR FITZGERALD & CO|||Y|Y|N|N
CFCO|P|Cantor Fitzgerald & Co.|||Y|Y|N|N
CFCS|P|CANTOR FITZGERALD & CO.|||Y|Y|N|N
CFDI|O|CFD Investments, Inc.|KOKOMO, IN|317-453-9600|N|Y|N|N
CFGN|P|CELADON FINANCIAL GROUP LLC|Trading Desk|973-701-9272|Y|Y|N|N
CFGO|P|CF Global Trading, LLC|||N|Y|N|N
CFGT|P|CF Global Trading, LLC|||N|Y|N|N
CFII|N|Consolidated Financial Investments, Inc.|NASDAQ TRADING|314-727-1177|Y|Y|N|N
CFII|N|Consolidated Financial Investments, Inc.||800-292-6637|Y|Y|N|N
CFPT|P|CANTOR FITZGERALD & CO.|||Y|Y|N|N
CFSC|P|CITI INTERNATIONAL FINANCIAL SERVICES LLC|||N|Y|N|N
CGAM|P|CGIS SECURITIES LLC|||N|Y|N|N
CGAT|O|CADARET, GRANT & CO., INC.|NASDAQ TRADING|315-471-2191|N|Y|N|N
CGAX|P|CHURCH, GREGORY, ADAMS SECURITIES CORPORATION|||N|Y|N|N
CGCM|P|CG CAPITAL MARKETS, LLC|||N|Y|N|N
CGCO|P|CG Compass (USA) LLC|||N|Y|N|N
CGDN|P|CAPITAL GUARDIAN, LLC|||N|Y|N|N
CGFL|P|Capital Growth Financial, LLC|TRADING|561-367-7123|N|N|N|N
CGFN|P|Capital Growth Financial|||N|N|N|N
CGMI|P|CITIGROUP GLOBAL MARKETS INC.|||Y|Y|Y|Y
CGWM|P|Citigroup Global Markets Inc.|||Y|Y|Y|Y
CHAS|M|Charles Schwab & Co., Inc.|SAN FRANCISCO, CA|415-667-5515|Y|Y|N|N
CHBC|P|Cheevers & Company Inc.|||N|Y|N|N
CHCH|P|CHURCHILL FINANCIAL, LLC|||N|Y|N|N
CHCK|P|Chickasaw Securities, LLC|||N|Y|N|N
CHDA|N|Chapin, Davis|||Y|Y|N|N
CHDN|P|CHARDAN CAPITAL MARKETS LLC|Trading Desk|646-465-9090|Y|Y|N|N
CHHS|P|Chester Harris & Company, Incorporated|WHITE PLAINS  NY|914-381-0081|N|Y|N|N
CHIG|M|Chicago Investment Group, LLC|TRADING|312-377-5113|N|N|N|N
CHIG|M|Chicago Investment Group, LLC|TRADING|312-377-4759|N|N|N|N
CHIG|M|Chicago Investment Group, LLC|L-TRADING|310-939-1943|N|N|N|N
CHIG|M|Chicago Investment Group, LLC|L- TRADING|310-939-1933|N|N|N|N
CHIL|N|CHILIAN PARTNERS, L.P.|NASDAQ TRADING|407-362-4691|N|Y|N|N
CHKG|P|Shin Han Global Securities|||N|N|N|N
CHLC|P|CHURCHILL CAPITAL USA, INC.|||Y|Y|N|N
CHLM|M|Craig-Hallum Capital Group LLC|MINNEAPOLIS, MN|612-334-2889|Y|Y|N|N
CHLM|M|Craig-Hallum Capital Group LLC||800-752-1471|Y|Y|N|N
CHMS|P|J.P. Morgan Securities LLC|||Y|Y|Y|Y
CHPP|P|Tullett Prebon Financial Services LLC|||Y|Y|N|N
CHPR|P|CHOPPER SECURITIES, LLC|||N|N|N|N
CHPY|P|Tullet Liberty Securities Inc.|||Y|Y|N|N
CHSI|P|J.P. Morgan Securities LLC|||Y|Y|Y|Y
CHTS|P|Chatsworth Securities, LLC|||N|Y|N|N
CHVX|P|ABN AMRO CLEARING CHICAGO LLC|||Y|Y|Y|Y
CHXE|E|Chicago Stock Exchange|DFLR DEMPSEY|312-663-2255|N|N|N|N
CHXE|E|Chicago Stock Exchange|CSGG-ATD SPECIALISTS|312-663-2255|N|N|N|N
CHXE|E|Chicago Stock Exchange|JAMI-SJS SECURITIES|312-663-2255|N|N|N|N
CHXE|E|Chicago Stock Exchange|SSAL-SLVATORE & CO|312-663-2255|N|N|N|N
CIBC|P|CIBC World Markets Corp.|Trade Floor|212-856-3697|Y|Y|N|Y
CIBC|P|CIBC World Markets Corp.|Trade Floor|212-856-3697|Y|Y|N|Y
CIBC|P|CIBC World Markets Corp.|Trade Floor|212-856-3697|Y|Y|N|Y
CIBC|P|CIBC World Markets Corp.|Trade Floor|212-856-3697|Y|Y|N|Y
CIBP|P|CIBC World Markets Corp.|||Y|Y|N|Y
CICC|P|CICC US SECURITIES, INC.|||N|Y|N|N
CICF|P|Canaccord Genuity Corp.|VANCOUVER, CANADA|604-643-7300|N|N|N|N
CICL|N|Carolinas Investment Consulting LLC|||N|Y|N|N
CIGC|P|CIG Corp.|||N|Y|N|N
CIIV|P|CORPORATE INVESTMENTS GROUP, INC.|||N|Y|N|N
CIMB|P|CIMB SECURITIES (USA), INC.|||N|Y|N|N
CINN|E|National Stock Exchange|TRADING|800-843-3924|N|N|N|N
CINV|M|Corporate Investments Group, Inc.|CHICAGO, IL|773-728-9037|N|Y|N|N
CIRI|N|CAMBRIDGE INVESTMENT RESEARCH, INC.|||N|Y|N|N
